"OverTime","BusinessTravel","Education","EnvSatisfaction","JobInvolvement","JobLevel","JobSatisfaction","RelatSatisfaction","StockOptionLevel","WorkLifeBalance","Department","EducationField","JobRole","MaritalStatus","Age","DistanceFromHome","MonthlyIncome","NumCompaniesWorked","TotalWorkingYears","YearsAtCompany","YearsInCurrentRole","YearsWithCurrManager","Attrition"
"Yes","Rarely","Bachelor","High","High","Entry","Medium","Very High","Few stocks","Good","R&D","Technical","Res. Sci.","Married",27,17,3058,0,6,5,2,1,"No"
"No","Frequently","Below College","High","Low","Entry","Low","Low","No stock","Best","Sales","Technical","Sales Repr.","Single",19,1,2325,0,1,0,0,0,"Yes"
"No","Frequently","College","Very High","High","Entry","Medium","High","No stock","Good","R&D","Medical","Lab. Tech.","Single",36,3,2088,4,13,8,7,2,"No"
"No","Never","Bachelor","High","High","Intermediate","Low","High","Medium stocks","Better","R&D","Medical","Lab. Tech.","Divorced",30,9,3072,1,12,12,9,10,"No"
"Yes","Rarely","College","High","High","Intermediate","Low","Low","Few stocks","Best","Sales","Life Sciences","Sales Exe.","Divorced",45,4,5006,4,9,5,4,3,"No"
"Yes","Rarely","Bachelor","High","High","Entry","Low","High","Few stocks","Better","R&D","Life Sciences","Res. Sci.","Divorced",56,8,4257,4,19,2,2,2,"No"
"No","Rarely","Bachelor","High","High","Entry","Very High","Low","No stock","Best","R&D","Life Sciences","Res. Sci.","Single",33,2,2500,0,4,3,1,2,"No"
"No","Rarely","Bachelor","Medium","Medium","Entry","Very High","High","No stock","Good","R&D","Life Sciences","Lab. Tech.","Single",19,2,1102,1,1,1,0,0,"Yes"
"No","Rarely","College","Medium","High","Experienced","Low","High","Many stocks","Better","Sales","Marketing","Sales Exe.","Divorced",46,1,10453,1,24,24,13,7,"No"
"No","Rarely","College","High","High","Entry","Very High","High","No stock","Better","R&D","Life Sciences","Lab. Tech.","Single",38,9,2288,1,2,2,2,1,"No"
"Yes","Rarely","Below College","High","High","Entry","Very High","High","Few stocks","Better","R&D","Medical","Res. Sci.","Married",31,12,3929,8,7,4,2,2,"No"
"No","Rarely","College","Very High","High","Entry","Medium","Very High","No stock","Better","R&D","Medical","Res. Sci.","Single",34,27,2311,2,9,3,2,2,"No"
"Yes","Rarely","College","Medium","High","Entry","Medium","Very High","No stock","Good","Sales","Marketing","Sales Repr.","Single",41,20,3140,1,4,4,3,2,"Yes"
"No","Rarely","Bachelor","High","Medium","Entry","High","Very High","Few stocks","Good","R&D","Medical","Lab. Tech.","Married",50,1,3690,2,5,3,2,2,"No"
"No","Rarely","College","Very High","Very High","Intermediate","Low","High","Medium stocks","Better","R&D","Medical","Manuf. Dir.","Divorced",53,13,4450,1,5,4,2,3,"No"
"No","Rarely","Bachelor","Very High","High","Entry","Medium","Very High","Few stocks","Better","R&D","Medical","Res. Sci.","Married",33,14,2756,1,8,8,7,6,"No"
"No","Rarely","Below College","Very High","High","Expert","High","Medium","Few stocks","Better","R&D","Medical","Manager","Married",40,4,19033,1,21,20,8,9,"No"
"No","Rarely","Master","High","Very High","Expert","Medium","Very High","No stock","Better","R&D","Medical","Res. Dir.","Single",55,14,18722,8,36,24,15,15,"No"
"No","Frequently","Below College","Very High","Medium","Intermediate","High","High","No stock","Good","R&D","Life Sciences","Manuf. Dir.","Married",34,2,9547,1,10,10,9,9,"No"
"No","Rarely","Bachelor","Very High","High","Advanced","Medium","High","No stock","Better","R&D","Medical","Health. Repr.","Single",51,3,13734,3,21,7,7,0,"No"
"No","Rarely","Master","High","Medium","Expert","High","Low","Few stocks","Better","R&D","Life Sciences","Manager","Married",52,1,19999,0,34,33,18,9,"No"
"No","Rarely","Bachelor","Very High","High","Entry","Medium","Very High","No stock","Good","R&D","Medical","Res. Sci.","Single",27,9,2279,1,7,7,7,3,"No"
"Yes","Rarely","College","Medium","Medium","Intermediate","High","Low","No stock","Better","R&D","Life Sciences","Manuf. Dir.","Married",35,23,5916,3,8,1,0,1,"Yes"
"No","Never","Bachelor","Very High","Very High","Entry","Very High","Very High","Many stocks","Best","R&D","Medical","Res. Sci.","Divorced",43,7,2089,4,7,5,4,2,"No"
"No","Never","College","Low","Medium","Advanced","Very High","Very High","Few stocks","Better","R&D","Medical","Manager","Married",45,2,16792,9,22,20,8,8,"No"
"Yes","Rarely","Bachelor","Medium","Very High","Entry","Low","Low","Few stocks","Good","R&D","Life Sciences","Res. Sci.","Married",37,21,3564,1,8,8,7,7,"No"
"No","Frequently","Bachelor","Medium","High","Intermediate","Medium","Very High","No stock","Better","R&D","Medical","Lab. Tech.","Single",35,2,4425,5,10,6,2,2,"No"
"No","Never","College","High","High","Intermediate","High","Medium","Few stocks","Better","R&D","Medical","Manuf. Dir.","Divorced",42,21,5265,2,11,5,3,2,"No"
"No","Rarely","Master","Very High","High","Intermediate","High","Medium","No stock","Better","R&D","Life Sciences","Manuf. Dir.","Married",38,2,6553,9,14,1,0,0,"No"
"No","Rarely","Bachelor","Very High","High","Intermediate","Very High","Low","Few stocks","Bad","R&D","Technical","Manuf. Dir.","Married",38,29,6261,3,9,7,7,7,"No"
"No","Frequently","Below College","High","Medium","Intermediate","Low","High","Few stocks","Better","R&D","Technical","Manuf. Dir.","Married",27,1,4298,5,6,2,2,0,"No"
"Yes","Never","Master","Very High","High","Intermediate","Very High","Low","Medium stocks","Better","R&D","Life Sciences","Manuf. Dir.","Divorced",49,18,6804,1,7,7,7,7,"No"
"Yes","Frequently","Master","Very High","High","Entry","High","Very High","Few stocks","Best","R&D","Medical","Res. Sci.","Divorced",34,10,3815,1,5,5,3,0,"No"
"Yes","Rarely","College","High","High","Intermediate","Very High","High","Few stocks","Best","R&D","Medical","Lab. Tech.","Married",40,19,2741,8,15,7,2,7,"No"
"Yes","Rarely","Below College","Medium","High","Intermediate","Low","Medium","No stock","Better","R&D","Medical","Health. Repr.","Married",38,29,6673,7,17,1,0,0,"Yes"
"No","Rarely","Bachelor","Medium","High","Experienced","Very High","Very High","Many stocks","Good","Sales","Marketing","Sales Exe.","Married",29,27,7639,1,10,10,4,9,"Yes"
"Yes","Rarely","Bachelor","Very High","Very High","Entry","Medium","Low","Few stocks","Good","R&D","Life Sciences","Res. Sci.","Divorced",22,5,2328,1,4,4,2,2,"No"
"No","Frequently","Below College","Medium","High","Entry","Very High","Low","No stock","Better","R&D","Medical","Lab. Tech.","Single",36,18,2153,1,8,8,1,7,"No"
"No","Never","Doctor","Very High","Medium","Intermediate","Very High","Very High","Few stocks","Bad","R&D","Life Sciences","Health. Repr.","Married",40,9,4876,9,5,3,2,2,"No"
"No","Rarely","Master","Very High","High","Experienced","Low","High","Few stocks","Better","R&D","Medical","Health. Repr.","Divorced",46,1,9396,7,17,4,2,3,"No"
"No","Rarely","Master","Very High","Low","Experienced","Very High","High","No stock","Good","Sales","Medical","Sales Exe.","Married",32,4,10400,1,14,14,8,8,"Yes"
"No","Never","Below College","High","Medium","Experienced","High","High","No stock","Better","R&D","Life Sciences","Manuf. Dir.","Single",30,1,8474,1,12,11,8,8,"No"
"No","Frequently","Bachelor","Very High","High","Intermediate","High","Very High","No stock","Better","Sales","Life Sciences","Sales Exe.","Single",27,20,9981,1,7,7,7,7,"No"
"No","Rarely","Master","Medium","Medium","Experienced","Medium","Very High","Medium stocks","Bad","R&D","Life Sciences","Res. Dir.","Married",51,8,12490,5,16,10,9,7,"No"
"Yes","Rarely","Bachelor","Very High","High","Entry","Low","High","No stock","Better","R&D","Technical","Res. Sci.","Single",30,3,2657,5,8,5,2,4,"Yes"
"Yes","Rarely","Bachelor","Very High","High","Experienced","Very High","High","No stock","Better","Sales","Life Sciences","Manager","Single",41,6,13591,3,16,1,0,0,"No"
"No","Frequently","Master","High","Medium","Intermediate","Low","High","No stock","Good","Sales","Marketing","Sales Exe.","Single",30,26,6696,5,9,6,3,1,"Yes"
"No","Rarely","Bachelor","High","High","Entry","High","Very High","No stock","Good","R&D","Technical","Res. Sci.","Single",29,1,2058,0,7,6,2,5,"Yes"
"No","Never","Bachelor","Very High","Medium","Experienced","Very High","Very High","No stock","Better","Sales","Medical","Sales Exe.","Single",45,6,8865,6,23,19,7,8,"No"
"No","Rarely","Bachelor","Very High","High","Intermediate","Low","Very High","Few stocks","Better","Sales","Marketing","Sales Exe.","Married",54,3,5940,2,16,6,2,5,"No"
"No","Rarely","College","Very High","High","Intermediate","Medium","Very High","No stock","Best","R&D","Life Sciences","Lab. Tech.","Single",36,5,5914,8,16,13,11,7,"No"
"No","Rarely","Master","High","Medium","Entry","Medium","Very High","No stock","Better","R&D","Medical","Res. Sci.","Married",33,4,2622,6,7,3,2,1,"No"
"Yes","Frequently","Bachelor","Medium","High","Experienced","Very High","High","Many stocks","Better","R&D","Other","Res. Dir.","Divorced",37,11,12185,1,10,10,8,7,"No"
"No","Rarely","Bachelor","Low","High","Experienced","High","High","Medium stocks","Good","Sales","Life Sciences","Sales Exe.","Divorced",38,3,10609,0,17,16,10,13,"No"
"No","Never","Master","High","Low","Intermediate","High","Very High","Few stocks","Better","R&D","Medical","Manuf. Dir.","Married",31,1,4345,0,6,5,4,4,"No"
"No","Rarely","Bachelor","High","Medium","Entry","Very High","Low","Few stocks","Better","R&D","Life Sciences","Res. Sci.","Married",59,3,2177,3,7,1,0,0,"No"
"No","Frequently","Master","Low","High","Entry","Very High","High","Few stocks","Better","Sales","Marketing","Sales Repr.","Divorced",37,4,2793,4,13,9,8,8,"No"
"No","Frequently","Below College","Medium","High","Experienced","Very High","Very High","Few stocks","Better","Sales","Medical","Sales Exe.","Married",29,1,7918,1,11,11,10,1,"No"
"No","Frequently","Bachelor","High","High","Experienced","High","Low","No stock","Best","Sales","Marketing","Sales Exe.","Single",35,1,8789,1,10,10,7,8,"No"
"Yes","Rarely","Below College","High","Medium","Entry","Very High","High","No stock","Good","R&D","Medical","Res. Sci.","Single",29,18,2389,1,4,4,3,1,"Yes"
"No","Rarely","Bachelor","High","Medium","Entry","Very High","Medium","No stock","Good","R&D","Life Sciences","Lab. Tech.","Single",52,2,3212,7,6,2,2,2,"No"
"No","Rarely","College","High","High","Expert","Very High","Very High","No stock","Better","R&D","Technical","Manager","Married",42,4,19232,1,22,22,17,15,"No"
"No","Rarely","College","Medium","High","Entry","High","Very High","No stock","Good","HR","Medical","HR","Married",59,6,2267,8,7,2,2,2,"No"
"No","Rarely","Master","Very High","High","Expert","Very High","High","Few stocks","Good","Sales","Medical","Manager","Divorced",50,1,19517,3,32,7,0,6,"No"
"Yes","Rarely","Bachelor","High","High","Entry","Very High","High","Few stocks","Bad","R&D","Medical","Lab. Tech.","Married",33,14,2436,5,8,5,4,4,"Yes"
"Yes","Rarely","Bachelor","Very High","High","Advanced","Very High","High","Few stocks","Better","Sales","Marketing","Manager","Married",43,16,16064,5,22,17,13,9,"No"
"No","Rarely","College","Low","High","Entry","Low","Low","No stock","Best","R&D","Life Sciences","Lab. Tech.","Married",33,2,2707,7,13,9,7,7,"Yes"
"Yes","Never","Master","Low","Medium","Expert","High","Very High","No stock","Best","Sales","Life Sciences","Manager","Single",52,2,19068,1,33,33,7,12,"No"
"No","Rarely","College","High","High","Entry","Medium","Low","Few stocks","Better","Sales","Life Sciences","Sales Repr.","Married",32,4,3931,2,6,4,3,2,"No"
"Yes","Rarely","Bachelor","Very High","Medium","Entry","High","Very High","No stock","Bad","R&D","Life Sciences","Lab. Tech.","Single",32,1,3730,0,4,3,2,2,"Yes"
"No","Rarely","Master","High","High","Entry","High","High","Many stocks","Better","R&D","Medical","Lab. Tech.","Divorced",39,1,2232,7,7,3,2,2,"No"
"No","Never","Master","High","High","Intermediate","Very High","Low","No stock","Better","Sales","Marketing","Sales Exe.","Married",32,26,4465,0,4,3,2,2,"No"
"No","Rarely","College","High","High","Intermediate","Low","Low","Medium stocks","Good","R&D","Life Sciences","Res. Sci.","Divorced",41,19,3072,2,17,1,0,0,"No"
"No","Rarely","College","Low","High","Intermediate","Very High","Low","Medium stocks","Better","R&D","Technical","Res. Sci.","Divorced",40,24,3319,1,9,9,8,7,"No"
"No","Rarely","Bachelor","High","Very High","Expert","Very High","High","Few stocks","Better","R&D","Other","Manager","Married",45,1,19202,0,25,24,0,7,"No"
"No","Frequently","Master","Medium","High","Experienced","High","Low","Few stocks","Better","R&D","Medical","Res. Dir.","Divorced",31,3,13675,9,9,2,2,2,"No"
"No","Rarely","Master","High","Medium","Entry","Very High","High","Few stocks","Good","R&D","Life Sciences","Res. Sci.","Married",33,5,2911,1,2,2,2,2,"No"
"No","Rarely","Master","Very High","Medium","Intermediate","Low","Medium","Few stocks","Better","R&D","Life Sciences","Manuf. Dir.","Married",34,2,5957,6,13,11,9,9,"No"
"No","Rarely","College","High","Medium","Entry","Low","Low","Few stocks","Good","R&D","Medical","Res. Sci.","Married",37,1,3920,2,17,3,1,2,"No"
"No","Frequently","Master","Low","Very High","Intermediate","High","Very High","Few stocks","Better","R&D","Life Sciences","Manuf. Dir.","Married",45,7,6434,4,9,3,2,2,"No"
"No","Frequently","Bachelor","Low","High","Experienced","High","Medium","Medium stocks","Better","R&D","Medical","Manuf. Dir.","Divorced",37,10,10048,6,17,1,0,0,"Yes"
"No","Frequently","Master","High","High","Experienced","High","Very High","No stock","Better","R&D","Technical","Health. Repr.","Single",39,2,10938,0,20,19,6,8,"No"
"No","Rarely","Bachelor","High","High","Entry","Very High","Low","No stock","Better","R&D","Life Sciences","Res. Sci.","Single",29,15,2340,1,6,6,5,5,"No"
"Yes","Rarely","College","Very High","Very High","Intermediate","Low","High","No stock","Better","R&D","Life Sciences","Res. Sci.","Single",42,17,6545,3,10,3,2,2,"No"
"No","Rarely","College","Very High","High","Intermediate","Very High","Very High","Few stocks","Better","Sales","Marketing","Sales Exe.","Divorced",29,20,6931,2,10,3,2,2,"No"
"No","Rarely","Bachelor","Low","High","Intermediate","High","Very High","Medium stocks","Better","R&D","Life Sciences","Manuf. Dir.","Married",25,1,4898,0,5,4,2,2,"No"
"Yes","Rarely","Bachelor","Very High","Medium","Entry","Low","High","Few stocks","Better","R&D","Medical","Lab. Tech.","Divorced",42,2,2593,0,10,9,6,8,"No"
"No","Rarely","College","Low","High","Expert","High","Very High","Few stocks","Better","R&D","Medical","Res. Dir.","Divorced",40,2,19436,0,22,21,7,9,"No"
"No","Rarely","Bachelor","High","High","Entry","Very High","Medium","No stock","Good","R&D","Life Sciences","Res. Sci.","Married",51,1,2723,1,1,1,0,0,"No"
"No","Frequently","College","High","Medium","Entry","Medium","Medium","No stock","Best","R&D","Medical","Lab. Tech.","Single",31,29,3479,0,6,5,4,4,"Yes"
"No","Frequently","Bachelor","Medium","Very High","Entry","Medium","High","No stock","Bad","R&D","Life Sciences","Lab. Tech.","Married",32,7,2794,1,5,5,1,3,"No"
"No","Never","College","Very High","Medium","Intermediate","Very High","Very High","Few stocks","Better","Sales","Life Sciences","Sales Exe.","Married",38,2,5249,3,13,8,7,5,"No"
"No","Rarely","Below College","Very High","Medium","Intermediate","Low","Very High","No stock","Better","R&D","Technical","Lab. Tech.","Single",32,2,2176,4,9,6,2,4,"No"
"Yes","Rarely","Bachelor","High","Low","Advanced","Medium","Medium","Few stocks","Good","Sales","Technical","Manager","Married",46,2,16872,3,28,7,7,7,"No"
"No","Rarely","Master","Low","High","Entry","High","High","No stock","Bad","R&D","Life Sciences","Lab. Tech.","Single",28,2,3485,2,5,0,0,0,"Yes"
"No","Rarely","Bachelor","Low","Medium","Intermediate","Medium","Medium","Medium stocks","Better","Sales","Medical","Sales Exe.","Married",29,2,6644,2,10,0,0,0,"No"
"No","Rarely","Bachelor","Medium","Medium","Intermediate","Very High","Medium","Few stocks","Better","R&D","Medical","Health. Repr.","Married",31,23,5582,0,10,9,0,8,"No"
"No","Never","College","Medium","Very High","Intermediate","Low","Very High","Medium stocks","Better","R&D","Life Sciences","Health. Repr.","Divorced",25,5,4000,1,6,6,3,5,"No"
"Yes","Rarely","College","High","High","Advanced","Very High","Medium","No stock","Better","R&D","Medical","Health. Repr.","Married",45,20,13496,0,21,20,7,10,"No"
"No","Rarely","Bachelor","Very High","High","Entry","Very High","High","Few stocks","Better","R&D","Life Sciences","Lab. Tech.","Married",36,6,3210,0,16,15,13,11,"No"
"Yes","Rarely","Bachelor","Very High","High","Expert","Low","High","No stock","Better","R&D","Medical","Manager","Single",55,1,19045,0,37,36,10,13,"No"
"Yes","Never","Master","Low","High","Experienced","Medium","Very High","Few stocks","Good","R&D","Life Sciences","Manager","Married",47,29,11849,1,10,10,7,9,"Yes"
"No","Rarely","Bachelor","Very High","High","Entry","Very High","Very High","Few stocks","Good","R&D","Medical","Res. Sci.","Married",28,9,2070,1,5,5,2,4,"No"
"No","Rarely","Master","High","High","Intermediate","Very High","Medium","Few stocks","Best","Sales","Medical","Sales Exe.","Married",37,6,6502,4,7,5,4,1,"No"
"No","Rarely","College","Very High","Medium","Entry","High","Low","No stock","Best","R&D","Medical","Res. Sci.","Single",21,3,3230,1,3,3,2,0,"No"
"Yes","Never","Master","Low","High","Experienced","Very High","Low","Medium stocks","Better","R&D","Medical","Res. Dir.","Divorced",37,1,13603,2,15,5,2,2,"No"
"No","Rarely","Bachelor","Medium","Very High","Experienced","Medium","Medium","Few stocks","Good","R&D","Life Sciences","Manager","Divorced",35,22,11996,7,10,7,7,2,"No"
"Yes","Rarely","College","Low","Very High","Intermediate","Low","High","Few stocks","Better","Sales","Medical","Sales Exe.","Divorced",38,7,5605,1,8,8,0,7,"No"
"No","Frequently","Bachelor","High","High","Intermediate","Medium","Low","Few stocks","Bad","R&D","Life Sciences","Manuf. Dir.","Divorced",26,1,6397,1,6,6,5,4,"No"
